Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR10868207_1	(0.0, 0.0014291874357060441)	(1.0, 0.0009171732453440657)	(2.0, 0.00036731452786837584)	(3.0, 0.0002871731763334575)	(4.0, 0.00025266787220036763)	(5.0, 0.0003550707102727633)	(6.0, 0.00047639581190201476)	(7.0, 0.0005854770959356536)	(8.0, 0.0007290636841023824)	(9.0, 0.0009639223670727681)	(10.0, 0.0013523853071517474)	(11.0, 0.001789823517613177)	(12.0, 0.002371961390568209)	(13.0, 0.003194523318127996)	(14.0, 0.004304258422021241)	(15.0, 0.0057000536279210685)	(16.0, 0.007600071503894758)	(17.0, 0.010558623064725495)	(18.0, 0.014694807263388782)	(19.0, 0.021746133124134724)	(20.0, 0.0312662578418869)	(21.0, 0.045690588043845334)	(22.0, 0.07122340002800495)	(23.0, 0.1081396231531036)	(24.0, 0.1582057063758901)	(25.0, 0.2193368614821297)	(26.0, 0.30108994464236144)	(27.0, 0.41252872010031916)	(28.0, 0.5630352913572227)	(29.0, 0.7544707186876052)	(30.0, 0.9442966405413281)	(31.0, 1.1422190650487316)	(32.0, 1.3918382266677916)	(33.0, 1.747595703800236)	(34.0, 2.0920187450621244)	(35.0, 2.4084446277801534)	(36.0, 2.6369398648238014)	(37.0, 2.708128759547673)	(38.0, 2.8171799905744868)	(39.0, 2.878031764024681)	(40.0, 2.8725431945188658)	(41.0, 2.865933759165889)	(42.0, 2.9444377783659754)	(43.0, 3.2378809023827135)	(44.0, 3.4305106584658316)	(45.0, 3.560509948324411)	(46.0, 3.716574099695396)	(47.0, 3.9388650604410493)	(48.0, 4.3243382828780454)	(49.0, 4.473492468827797)	(50.0, 4.340947577983656)	(51.0, 4.325728512712311)	(52.0, 4.299462184746742)	(53.0, 4.074462001089477)	(54.0, 3.8710710424141426)	(55.0, 3.5186527882623198)	(56.0, 2.974852534347804)	(57.0, 2.4958588069668655)	(58.0, 2.0491831926667103)	(59.0, 1.7105036149314916)	(60.0, 1.4654391534579991)	(61.0, 1.2804094688787757)	(62.0, 1.1108548566660796)	(63.0, 0.7926614119169744)	(64.0, 0.5231104283265839)	(65.0, 0.37875025350267794)	(66.0, 0.27941838749812725)	(67.0, 0.22522613774561934)	(68.0, 0.20505945709131862)	(69.0, 0.17839130929374766)	(70.0, 0.14095305430934518)	(71.0, 0.11697520715982836)	(72.0, 0.10053509935190134)	(73.0, 0.08733292476085042)	(74.0, 0.09238071683322341)	(75.0, 0.10109831496129952)	(76.0, 0.08884114047376451)	(77.0, 0.0726948842881322)	(78.0, 0.06202606686504619)	(79.0, 0.05142514697589949)	(80.0, 0.041711347325271264)	(81.0, 0.030542759529418886)	(82.0, 0.020871256703211865)	(83.0, 0.010452881003672478)	(84.0, 0.0039937106848234325)	(85.0, 0.000906042502075327)	(86.0, 0.0004040459806552134)	(87.0, 5.676679067056718e-05)	(88.0, 2.5600709518098922e-05)	(89.0, 1.6696114903107995e-05)	(90.0, 1.3356891922486394e-05)	(91.0, 7.791520288117064e-06)	(92.0, 7.791520288117064e-06)	(93.0, 1.1130743268738663e-05)	(94.0, 1.1130743268738663e-05)	(95.0, 1.1130743268738663e-05)	(96.0, 1.4469966249360261e-05)	(97.0, 2.114841221060346e-05)	(98.0, 3.339222980621599e-05)	(99.0, 4.897527038245012e-05)	(100.0, 9.015902047678315e-05)
SRR10868207_2	(0.0, 0.0008837966076791796)	(1.0, 0.0005932790829886684)	(2.0, 0.00028161277297585947)	(3.0, 0.00030276155829815724)	(4.0, 0.0003929221694090055)	(5.0, 0.00046527327709055047)	(6.0, 0.0005721302976663706)	(7.0, 0.0007268503587084437)	(8.0, 0.0008760049499288593)	(9.0, 0.0010329511988995954)	(10.0, 0.0012811711529455109)	(11.0, 0.0015594446440283763)	(12.0, 0.0018811287997201683)	(13.0, 0.0023842472715979884)	(14.0, 0.0032068237112389372)	(15.0, 0.004361102152250662)	(16.0, 0.0059762014944956116)	(17.0, 0.008420555840167498)	(18.0, 0.012357569192007875)	(19.0, 0.019690632229023536)	(20.0, 0.029697346968363365)	(21.0, 0.045322960039648405)	(22.0, 0.07169994771241102)	(23.0, 0.11007163594480947)	(24.0, 0.16461324019705104)	(25.0, 0.23014998662895877)	(26.0, 0.3163246082535361)	(27.0, 0.4297622403464839)	(28.0, 0.5822661313055729)	(29.0, 0.7825963306300918)	(30.0, 0.9862902999148205)	(31.0, 1.1882957056556582)	(32.0, 1.4366069334066491)	(33.0, 1.727731094307721)	(34.0, 1.9852865674324847)	(35.0, 2.2923891921915343)	(36.0, 2.555464498285418)	(37.0, 2.677546418105364)	(38.0, 2.826850163917)	(39.0, 2.9136581360072817)	(40.0, 2.9279146435024392)	(41.0, 2.9285235059009285)	(42.0, 3.0049618946194987)	(43.0, 3.2827433981701293)	(44.0, 3.4631759297882594)	(45.0, 3.595358064240548)	(46.0, 3.749178745359442)	(47.0, 3.9619700316146513)	(48.0, 4.336480513759651)	(49.0, 4.485648462107638)	(50.0, 4.353803595126541)	(51.0, 4.3303974552445785)	(52.0, 4.2853438639442984)	(53.0, 4.034809787546538)	(54.0, 3.813004666368172)	(55.0, 3.4711134028479065)	(56.0, 2.9438663931052735)	(57.0, 2.469077275713653)	(58.0, 2.027516239345256)	(59.0, 1.6855682080328096)	(60.0, 1.4429048190568365)	(61.0, 1.2634529232212828)	(62.0, 1.093343225028363)	(63.0, 0.7816168079414801)	(64.0, 0.5230973954436056)	(65.0, 0.38212849723688336)	(66.0, 0.28205689746762774)	(67.0, 0.22710010916669054)	(68.0, 0.20595577622025013)	(69.0, 0.17873506332252426)	(70.0, 0.14192059354622555)	(71.0, 0.11876712599416683)	(72.0, 0.10188371674318725)	(73.0, 0.08767952466435347)	(74.0, 0.09207179344760542)	(75.0, 0.10119582467323039)	(76.0, 0.0900225874592712)	(77.0, 0.07388272497646502)	(78.0, 0.06273397582972111)	(79.0, 0.05205717852385375)	(80.0, 0.0431680101247027)	(81.0, 0.03280733150470547)	(82.0, 0.022678176429289175)	(83.0, 0.011795456740020487)	(84.0, 0.005081273947173117)	(85.0, 0.00179875984635964)	(86.0, 0.001109754682438466)	(87.0, 0.0006411421234549212)	(88.0, 0.0005643386399160504)	(89.0, 0.0005064577537708145)	(90.0, 0.0004619339951975561)	(91.0, 0.0004474637736612471)	(92.0, 0.00043744592798226396)	(93.0, 0.0004218626124816235)	(94.0, 0.0004073923909453145)	(95.0, 0.0003973745452663314)	(96.0, 0.00039403526337333696)	(97.0, 0.00047751731069819656)	(98.0, 0.0005476422304510786)	(99.0, 0.0008236895336052807)	(100.0, 0.002100408310693466)
SRR10868208_1	(0.0, 0.0073286681903219604)	(1.0, 0.004005249857774843)	(2.0, 0.0005920094081318575)	(3.0, 0.0004654418794967708)	(4.0, 0.0004429863502228038)	(5.0, 0.0005042287027881683)	(6.0, 0.0005481190554600129)	(7.0, 0.000637941172555881)	(8.0, 0.0008553515241629252)	(9.0, 0.0010370371701068403)	(10.0, 0.001228929874811649)	(11.0, 0.0014841063438340016)	(12.0, 0.0019332169293133417)	(13.0, 0.002689559983495594)	(14.0, 0.0037898809179199777)	(15.0, 0.005606737377359127)	(16.0, 0.008481045124426904)	(17.0, 0.012474046511688673)	(18.0, 0.018660544826666587)	(19.0, 0.028777781470464815)	(20.0, 0.042557310797671846)	(21.0, 0.0635716033746006)	(22.0, 0.09863795374765229)	(23.0, 0.14547916710727138)	(24.0, 0.20533846321053478)	(25.0, 0.2794733516967847)	(26.0, 0.3730292108873878)	(27.0, 0.49154541157188136)	(28.0, 0.666538289086278)	(29.0, 0.8832218981095467)	(30.0, 1.0948611786931814)	(31.0, 1.3253437104553025)	(32.0, 1.5914060076461487)	(33.0, 1.906288666890351)	(34.0, 2.2131332673603494)	(35.0, 2.531811931757728)	(36.0, 2.79184594004439)	(37.0, 2.9446547960478595)	(38.0, 3.138753246150898)	(39.0, 3.280455801516638)	(40.0, 3.3389238755107917)	(41.0, 3.3597319855007504)	(42.0, 3.432712455641143)	(43.0, 3.664696445746992)	(44.0, 3.756952946357334)	(45.0, 3.7400367878729037)	(46.0, 3.7345208933185168)	(47.0, 3.8370569228069544)	(48.0, 4.110733685833427)	(49.0, 4.175278021907941)	(50.0, 3.9823074517979817)	(51.0, 3.8845115803981027)	(52.0, 3.795628512708237)	(53.0, 3.616303759455717)	(54.0, 3.429910618011278)	(55.0, 3.06480310542822)	(56.0, 2.5627648374501395)	(57.0, 2.1313032772742613)	(58.0, 1.7534716452398729)	(59.0, 1.4848055273591227)	(60.0, 1.277881907923021)	(61.0, 1.0852267359287733)	(62.0, 0.9601433136375206)	(63.0, 0.7226699673300628)	(64.0, 0.505766906543435)	(65.0, 0.3867015660976054)	(66.0, 0.28659277518250836)	(67.0, 0.24012514017353795)	(68.0, 0.22604348190700846)	(69.0, 0.1998644175970673)	(70.0, 0.16025592607541775)	(71.0, 0.14122996854511116)	(72.0, 0.12968578508653994)	(73.0, 0.10431920265396592)	(74.0, 0.1069730379317984)	(75.0, 0.11760573104302177)	(76.0, 0.0962739989386292)	(77.0, 0.07137796191493241)	(78.0, 0.05858137234639949)	(79.0, 0.04548571595617236)	(80.0, 0.027913243593417084)	(81.0, 0.013568243210856522)	(82.0, 0.007213328426323858)	(83.0, 0.0015841355196907635)	(84.0, 0.00034703999787039926)	(85.0, 0.00012860894038726562)	(86.0, 8.4718587715421e-05)	(87.0, 7.247011720234809e-05)	(88.0, 5.5118117308828114e-05)	(89.0, 3.2662588034861106e-05)	(90.0, 2.041411752178819e-05)	(91.0, 1.7351999893519962e-05)	(92.0, 1.0207058760894095e-05)	(93.0, 3.062117628268229e-06)	(94.0, 2.041411752178819e-06)	(95.0, 3.062117628268229e-06)	(96.0, 6.124235256536458e-06)	(97.0, 5.103529380447048e-06)	(98.0, 1.4289882265251734e-05)	(99.0, 4.695247030011284e-05)	(100.0, 0.00012248470513072916)
SRR10868208_2	(0.0, 0.005799758588366116)	(1.0, 0.003240801393534392)	(2.0, 0.0005858960629570838)	(3.0, 0.0005899789623505129)	(4.0, 0.0007788130592966114)	(5.0, 0.0009564191829107796)	(6.0, 0.0011258595077380895)	(7.0, 0.0013493982495283358)	(8.0, 0.0017097141209984588)	(9.0, 0.0021200455100380887)	(10.0, 0.0026947135996632423)	(11.0, 0.0033816614226076977)	(12.0, 0.004187013327961599)	(13.0, 0.005458836489014781)	(14.0, 0.0073869857275617)	(15.0, 0.009944922197545066)	(16.0, 0.013613407302541162)	(17.0, 0.018782357934622473)	(18.0, 0.0262499809252044)	(19.0, 0.03796177783525593)	(20.0, 0.05394224606113764)	(21.0, 0.07664622886314881)	(22.0, 0.11380775841729263)	(23.0, 0.1637661153952918)	(24.0, 0.22830654755692315)	(25.0, 0.3082446140560242)	(26.0, 0.406194391229238)	(27.0, 0.5293897560768727)	(28.0, 0.7067794860231892)	(29.0, 0.923075164289492)	(30.0, 1.1615440484366604)	(31.0, 1.4091229018554174)	(32.0, 1.6643806683083666)	(33.0, 1.964806530025974)	(34.0, 2.266703256250064)	(35.0, 2.5959053928925604)	(36.0, 2.8682531554815553)	(37.0, 3.031784504161725)	(38.0, 3.2159804273968877)	(39.0, 3.3344161522766322)	(40.0, 3.3508181798648855)	(41.0, 3.3288715749003557)	(42.0, 3.364675540406184)	(43.0, 3.5583999301007627)	(44.0, 3.642838372456271)	(45.0, 3.6350124750439154)	(46.0, 3.6450145578329685)	(47.0, 3.7710087502147984)	(48.0, 4.047611914696595)	(49.0, 4.113854915905287)	(50.0, 3.9423425196358117)	(51.0, 3.847176259124068)	(52.0, 3.742003832923878)	(53.0, 3.5089172309020977)	(54.0, 3.322285858178754)	(55.0, 3.0195664277268883)	(56.0, 2.5385794439591183)	(57.0, 2.1189441479267113)	(58.0, 1.7557651432569463)	(59.0, 1.4853261361343792)	(60.0, 1.2791764628607478)	(61.0, 1.0913191995945273)	(62.0, 0.962599671867583)	(63.0, 0.7328855447447751)	(64.0, 0.5174636069486661)	(65.0, 0.39593916867779233)	(66.0, 0.2967982056065456)	(67.0, 0.24816168730716912)	(68.0, 0.232617068591536)	(69.0, 0.20585162161791112)	(70.0, 0.1657422387017115)	(71.0, 0.14488066425098522)	(72.0, 0.13173372820414334)	(73.0, 0.1076997409247226)	(74.0, 0.10942782809299151)	(75.0, 0.11830813427369993)	(76.0, 0.09835398421316327)	(77.0, 0.07447208493614779)	(78.0, 0.0611005894226673)	(79.0, 0.047523928214667006)	(80.0, 0.029707175986590534)	(81.0, 0.015668126422284386)	(82.0, 0.008968088517667139)	(83.0, 0.0027712679632900393)	(84.0, 0.0012534501137827507)	(85.0, 0.0008778233695872685)	(86.0, 0.0007022586956698147)	(87.0, 0.0006277457817397326)	(88.0, 0.0005746680896251536)	(89.0, 0.0005164867732687881)	(90.0, 0.00045728473206406537)	(91.0, 0.0004144142884330593)	(92.0, 0.0004164557381297738)	(93.0, 0.000420538637523203)	(94.0, 0.0004072692144945582)	(95.0, 0.00040114486540441445)	(96.0, 0.0003980826908593426)	(97.0, 0.000420538637523203)	(98.0, 0.0004858650278180695)	(99.0, 0.0007777923344482539)	(100.0, 0.0016974654228181713)
SRR10868209_1	(0.0, 0.0002820804846142726)	(1.0, 0.0003018261185372717)	(2.0, 0.0002778492773450585)	(3.0, 0.00023694760707598895)	(4.0, 0.00023553720465291757)	(5.0, 0.00025810364342205937)	(6.0, 0.00034836939849862663)	(7.0, 0.0003878606663446248)	(8.0, 0.0004894096408057628)	(9.0, 0.0006896867848818965)	(10.0, 0.000909709562881029)	(11.0, 0.0011790964256876593)	(12.0, 0.001535928238724714)	(13.0, 0.002094447598260974)	(14.0, 0.0028278568582580823)	(15.0, 0.003932201955522959)	(16.0, 0.005641609692285451)	(17.0, 0.008273420613736614)	(18.0, 0.012311402750989927)	(19.0, 0.023652448634906755)	(20.0, 0.034148663467403834)	(21.0, 0.044612439044170275)	(22.0, 0.064311529687208)	(23.0, 0.08770446427626963)	(24.0, 0.1183496881247642)	(25.0, 0.15327125212001114)	(26.0, 0.19223785026462675)	(27.0, 0.2572954828336395)	(28.0, 0.33345580327707003)	(29.0, 0.3962737167982454)	(30.0, 0.45850349250900013)	(31.0, 0.5105924747978716)	(32.0, 0.5981812860754495)	(33.0, 0.7221401446367685)	(34.0, 0.8554429192509353)	(35.0, 1.0366895034325667)	(36.0, 1.2040605485760225)	(37.0, 1.379676806284753)	(38.0, 1.6025034643009517)	(39.0, 1.8123910904878935)	(40.0, 2.153148547109204)	(41.0, 2.666694404580987)	(42.0, 3.33526041317739)	(43.0, 4.169482417570793)	(44.0, 4.896817074331734)	(45.0, 5.6199106510064984)	(46.0, 6.309440881219435)	(47.0, 6.696467999732024)	(48.0, 6.813522938432408)	(49.0, 6.853842112500749)	(50.0, 6.525266301607506)	(51.0, 5.884596642537032)	(52.0, 5.113775047865532)	(53.0, 4.333159618768225)	(54.0, 3.699694295274799)	(55.0, 3.056102282383721)	(56.0, 2.450870394595338)	(57.0, 1.8778069652723666)	(58.0, 1.4343454146054222)	(59.0, 1.1235999111446473)	(60.0, 0.90455313162228)	(61.0, 0.7196620675794321)	(62.0, 0.559413554672487)	(63.0, 0.38420208245917764)	(64.0, 0.2275486853286414)	(65.0, 0.1271463680374603)	(66.0, 0.06726068115385023)	(67.0, 0.03512889315143843)	(68.0, 0.018039046991082733)	(69.0, 0.008535755464427888)	(70.0, 0.00421287203771416)	(71.0, 0.0014118128254944342)	(72.0, 0.00045838078749819294)	(73.0, 0.00023412680222984625)	(74.0, 0.00015655466896092126)	(75.0, 0.00011565299869185175)	(76.0, 0.00010013857203806676)	(77.0, 7.475132842278223e-05)	(78.0, 4.372247511521225e-05)	(79.0, 4.090167026906952e-05)	(80.0, 4.372247511521225e-05)	(81.0, 2.9618450884498618e-05)	(82.0, 2.6797646038355893e-05)	(83.0, 2.1156036346070443e-05)	(84.0, 1.1283219384570903e-05)	(85.0, 5.641609692285451e-06)	(86.0, 1.4104024230713628e-06)	(87.0, 2.8208048461427256e-06)	(88.0, 2.8208048461427256e-06)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 1.4104024230713628e-06)	(98.0, 1.4104024230713628e-06)	(99.0, 0.0)	(100.0, 0.0)
SRR10868209_2	(0.0, 0.001198837173074811)	(1.0, 0.0010168960021022808)	(2.0, 0.0007771285674873186)	(3.0, 0.000696735957057596)	(4.0, 0.0007037879404286243)	(5.0, 0.0008321340377813394)	(6.0, 0.0009900984652923732)	(7.0, 0.0010845950424641525)	(8.0, 0.0012453802633235979)	(9.0, 0.001489378887961177)	(10.0, 0.001767227032779692)	(11.0, 0.0021212365980053127)	(12.0, 0.0026783432843165483)	(13.0, 0.003538685255582001)	(14.0, 0.004511858960783906)	(15.0, 0.005727620893949186)	(16.0, 0.007572419743810189)	(17.0, 0.010400265075592536)	(18.0, 0.01452990653766671)	(19.0, 0.026483018351559678)	(20.0, 0.03705958301142792)	(21.0, 0.047593835771069994)	(22.0, 0.06832525648521899)	(23.0, 0.09215108750257521)	(24.0, 0.1231233984681315)	(25.0, 0.1575342565254012)	(26.0, 0.1971325535503993)	(27.0, 0.2648372354989678)	(28.0, 0.3411213604167293)	(29.0, 0.4024439974145172)	(30.0, 0.4667087218746981)	(31.0, 0.5180937039060329)	(32.0, 0.6058217874382992)	(33.0, 0.7335628246177801)	(34.0, 0.864973713943544)	(35.0, 1.0475904649230185)	(36.0, 1.2140849715196484)	(37.0, 1.3776529050173014)	(38.0, 1.5859558002274097)	(39.0, 1.790476011557298)	(40.0, 2.13258747043932)	(41.0, 2.644600954282852)	(42.0, 3.3116269053983056)	(43.0, 4.149741025078278)	(44.0, 4.878250398412379)	(45.0, 5.600565309553369)	(46.0, 6.296060117537664)	(47.0, 6.680102669543819)	(48.0, 6.769685424702667)	(49.0, 6.808104630108028)	(50.0, 6.498051487630701)	(51.0, 5.871647781525719)	(52.0, 5.1291839434970266)	(53.0, 4.363744743645525)	(54.0, 3.723853414145114)	(55.0, 3.0703447047552466)	(56.0, 2.462173196457721)	(57.0, 1.8877200414504298)	(58.0, 1.4430374844368017)	(59.0, 1.1314202120477805)	(60.0, 0.909652259789031)	(61.0, 0.7238141628056705)	(62.0, 0.5658172961711299)	(63.0, 0.3916840811870022)	(64.0, 0.23542200246173456)	(65.0, 0.13533743366675252)	(66.0, 0.07444919884461997)	(67.0, 0.03988037635983924)	(68.0, 0.021306862557224904)	(69.0, 0.010937626208464894)	(70.0, 0.0058037823143562905)	(71.0, 0.0022792010255163466)	(72.0, 0.0009097058548626507)	(73.0, 0.0005655690663564697)	(74.0, 0.0005119739927366546)	(75.0, 0.0004217086055874924)	(76.0, 0.00033285361511253576)	(77.0, 0.0003046456816284226)	(78.0, 0.00028348973151533767)	(79.0, 0.0002595129880538414)	(80.0, 0.0002595129880538414)	(81.0, 0.00022425307119869995)	(82.0, 0.00018053077429832447)	(83.0, 0.00016360601420785658)	(84.0, 0.00014386046076897733)	(85.0, 0.00013539808072374334)	(86.0, 0.00011565252728486412)	(87.0, 9.590697384598489e-05)	(88.0, 7.0519833710283e-05)	(89.0, 6.487824701346036e-05)	(90.0, 6.628864368766602e-05)	(91.0, 5.500547029402073e-05)	(92.0, 4.372229690037546e-05)	(93.0, 3.102872683252452e-05)	(94.0, 2.538714013570188e-05)	(95.0, 3.52599168551415e-05)	(96.0, 3.3849520180935836e-05)	(97.0, 3.3849520180935836e-05)	(98.0, 3.949110687775848e-05)	(99.0, 3.243912350673018e-05)	(100.0, 6.487824701346036e-05)
SRR10868210_1	(0.0, 0.0012480809232269102)	(1.0, 0.0008921828474629867)	(2.0, 0.0004351219624921943)	(3.0, 0.00031323905983331635)	(4.0, 0.00031445788885990514)	(5.0, 0.000298613111514251)	(6.0, 0.0002864248212483632)	(7.0, 0.0003632110499234563)	(8.0, 0.0004253713302794841)	(9.0, 0.0004680303462100914)	(10.0, 0.0005484730619649508)	(11.0, 0.000708139664448081)	(12.0, 0.0009141217699415846)	(13.0, 0.001200546591189948)	(14.0, 0.0015527881798741052)	(15.0, 0.002084197635466813)	(16.0, 0.0030324466181528833)	(17.0, 0.00424396267058213)	(18.0, 0.0061587430713531035)	(19.0, 0.013667948704166575)	(20.0, 0.01944519829019739)	(21.0, 0.024955524319405262)	(22.0, 0.03839311433754656)	(23.0, 0.053028813288824625)	(24.0, 0.07466546616882863)	(25.0, 0.10309343438498533)	(26.0, 0.143320886407548)	(27.0, 0.2620397089134015)	(28.0, 0.3927469337247822)	(29.0, 0.43076221106408624)	(30.0, 0.4832754596746638)	(31.0, 0.5389893533090636)	(32.0, 0.64321142337267)	(33.0, 0.7943023448247216)	(34.0, 0.863837759620638)	(35.0, 0.9754849361142234)	(36.0, 1.0879548222007562)	(37.0, 1.1502223595111236)	(38.0, 1.2532463206415936)	(39.0, 1.4299765294969666)	(40.0, 1.7989794549547726)	(41.0, 2.4250943635714823)	(42.0, 3.243636780077001)	(43.0, 4.120155236890269)	(44.0, 4.838558660571254)	(45.0, 5.573834334467308)	(46.0, 6.325576388512576)	(47.0, 6.703382916029432)	(48.0, 6.789984374855646)	(49.0, 6.837328569564459)	(50.0, 6.492193972934341)	(51.0, 5.8203266603175425)	(52.0, 4.943154911146023)	(53.0, 4.077349961476471)	(54.0, 3.4827990681613312)	(55.0, 2.9060808623342123)	(56.0, 2.363059622605193)	(57.0, 1.8552601040865362)	(58.0, 1.4586848283892386)	(59.0, 1.207423224557962)	(60.0, 1.0189069390154752)	(61.0, 0.8500393962106265)	(62.0, 0.7116779251122682)	(63.0, 0.553451978538566)	(64.0, 0.4161094485064359)	(65.0, 0.30930711739354094)	(66.0, 0.2279161526559954)	(67.0, 0.1946811227589726)	(68.0, 0.18495486712679413)	(69.0, 0.17930803224660832)	(70.0, 0.1596702589702099)	(71.0, 0.13337402272155696)	(72.0, 0.12112357217531314)	(73.0, 0.11500139397475771)	(74.0, 0.1299088917989651)	(75.0, 0.13676480507352698)	(76.0, 0.12258616700721969)	(77.0, 0.10437198603387697)	(78.0, 0.08275727207635154)	(79.0, 0.06736224264150867)	(80.0, 0.045884037534961196)	(81.0, 0.02976136717124482)	(82.0, 0.022973708322171906)	(83.0, 0.011767794251714666)	(84.0, 0.0036516117636599837)	(85.0, 0.0008592744637450896)	(86.0, 0.0003632110499234563)	(87.0, 0.00017673020885537304)	(88.0, 9.506866407392482e-05)	(89.0, 6.58167674357941e-05)	(90.0, 5.728496424967264e-05)	(91.0, 4.387784495719606e-05)	(92.0, 2.193892247859803e-05)	(93.0, 1.2188290265887797e-05)	(94.0, 6.094145132943898e-06)	(95.0, 3.656487079766339e-06)	(96.0, 4.875316106355118e-06)	(97.0, 2.437658053177559e-06)	(98.0, 0.0)	(99.0, 1.2188290265887795e-06)	(100.0, 1.2188290265887795e-06)
SRR10868210_2	(0.0, 0.003922147732021121)	(1.0, 0.002156084318814594)	(2.0, 0.0004351170728189994)	(3.0, 0.0005618738671416212)	(4.0, 0.0006033135883624783)	(5.0, 0.0005740620204418732)	(6.0, 0.0006069700343525539)	(7.0, 0.0006935059227843437)	(8.0, 0.000888516375588377)	(9.0, 0.001144467594893671)	(10.0, 0.001455265504050099)	(11.0, 0.001718529615335544)	(12.0, 0.0021426773501843164)	(13.0, 0.0026314222975244253)	(14.0, 0.0030982285689240803)	(15.0, 0.003857550519529785)	(16.0, 0.00479481950831917)	(17.0, 0.006119671772056572)	(18.0, 0.008329383965392276)	(19.0, 0.01673555329657614)	(20.0, 0.023163585347129086)	(21.0, 0.028949301718758754)	(22.0, 0.042531779756559675)	(23.0, 0.05722703619067362)	(24.0, 0.07971661666029876)	(25.0, 0.10944474137494363)	(26.0, 0.15096856085357246)	(27.0, 0.2724235084905845)	(28.0, 0.40513909096169937)	(29.0, 0.44367803169709646)	(30.0, 0.5032781013353291)	(31.0, 0.5596019953664542)	(32.0, 0.667514685871556)	(33.0, 0.8367593825988565)	(34.0, 0.9113460055350792)	(35.0, 1.0201398995237894)	(36.0, 1.12315417121752)	(37.0, 1.1772427579333786)	(38.0, 1.2813588386854522)	(39.0, 1.457487404396735)	(40.0, 1.8296758229112027)	(41.0, 2.44841717572114)	(42.0, 3.247393283089215)	(43.0, 4.111317621763674)	(44.0, 4.84221192361187)	(45.0, 5.596394129970859)	(46.0, 6.336941449232855)	(47.0, 6.683031375085494)	(48.0, 6.744475512318054)	(49.0, 6.790874593116785)	(50.0, 6.4425603292868505)	(51.0, 5.761277905447329)	(52.0, 4.906640939587663)	(53.0, 4.060319950724759)	(54.0, 3.454696707311883)	(55.0, 2.869248514056914)	(56.0, 2.3327759772083483)	(57.0, 1.832527850783462)	(58.0, 1.4369515849011403)	(59.0, 1.187179759319074)	(60.0, 1.0015712479708554)	(61.0, 0.8368861393931791)	(62.0, 0.6983555889825139)	(63.0, 0.5404105291798772)	(64.0, 0.40754625123849925)	(65.0, 0.3052510805894834)	(66.0, 0.22739193849214312)	(67.0, 0.19608666674044561)	(68.0, 0.18665547371671057)	(69.0, 0.17953271692804323)	(70.0, 0.15905783819894975)	(71.0, 0.13353706400355192)	(72.0, 0.12118193300308638)	(73.0, 0.11470636715466245)	(74.0, 0.13067041034733265)	(75.0, 0.13732026678795017)	(76.0, 0.12231177481401975)	(77.0, 0.10365536855732388)	(78.0, 0.08254914348727735)	(79.0, 0.06739561248907393)	(80.0, 0.04594080623464018)	(81.0, 0.030182742832744264)	(82.0, 0.023548730991417053)	(83.0, 0.012201560268882363)	(84.0, 0.004063530310304045)	(85.0, 0.0010859644590524608)	(86.0, 0.0005179965152607136)	(87.0, 0.0003168919858065542)	(88.0, 0.0002315749127047896)	(89.0, 0.00018769756082388211)	(90.0, 0.0001584459929032771)	(91.0, 0.00012188153300252086)	(92.0, 0.00010847456437224355)	(93.0, 0.00010725574904221835)	(94.0, 8.53170731017646e-05)	(95.0, 6.825365848141168e-05)	(96.0, 6.215958183128564e-05)	(97.0, 5.606550518115959e-05)	(98.0, 6.215958183128564e-05)	(99.0, 6.703484315138647e-05)	(100.0, 0.0002449818813350669)
